user_input,retrieved_contexts,response,reference,semantic_similarity,answer_correctness,answer_relevancy,faithfulness,question,answer,contexts,ground_truth
Bagaimana Dinas Kesehatan Kab/Kota menetapkan target sasaran GME?,[''],"Pertanyaan Anda tentang penetapan target sasaran GME oleh Dinas Kesehatan Kab/Kota berada di luar cakupan keahlian saya sebagai chatbot kesehatan mental. Fokus utama saya adalah memberikan dukungan dan informasi terkait kesehatan mental.

Apakah ada hal lain terkait kesehatan mental yang bisa saya bantu?","Dinas menentukan sasaran berdasarkan data sasaran penduduk usia >15 tahun dari Pusdatin Kemenkes dan proyeksi BPS, lalu mengalikan dengan target IKK tahunan untuk memperoleh jumlah penderita yang harus terlayani.",0.8306441824059665,0.20765940131122784,0.0,1.0,,,,
Bagaimana SDQ dapat digunakan di luar gedung Puskesmas seperti sekolah?,"['Deskripsi:\nJejaring dengan Sektor Lain: Jaringan kerja sama dengan pihak di luar sektor kesehatan, seperti rumah sakit, sekolah, panti, dan posyandu.\nPuskesmas: Fasilitas kesehatan primer yang dapat memberikan pertolongan atau rujukan untuk masalah kesehatan mental.\nSDQ: Alat ukur deteksi dini untuk GME. Instrumen deteksi dini (Strength and Difficulties Questionnaire) untuk penderita GME usia 15-18 tahun, dengan hasil ambang atau abnormal.\nSekolah: Bagian dari jejaring dengan sektor lain, atau lokasi penyuluhan/skrining. Lembaga pendidikan yang dapat membantu dalam penemuan kasus GME.\nSumber Daya: Meliputi sumber daya manusia, sarana, sumber daya keuangan, dan jejaring, diidentifikasi dalam perencanaan.\nTenaga kesehatan: Individu profesional yang dapat melakukan deteksi dini GME. Individu yang memiliki kualifikasi dan kompetensi dalam bidang kesehatan, seperti dokter, perawat, psikolog klinis, tenaga kesmas. Individu yang mendapat tugas sebagai pemegang program kesehatan jiwa di Dinas Kesehatan dan/atau puskesmas. Pihak yang menjadi acuan dalam Buku Petunjuk Teknis, bekerja di dinas kesehatan dan fasilitas pelayanan kesehatan primer. Sasaran pengguna petunjuk teknis ini.\n\nFakta:\nPuskesmas --[melatih]--> Tenaga kesehatan --[mengidentifikasi]--> Sumber Daya --[meliputi]--> Jejaring dengan Sektor Lain --[terdiri dari]--> Sekolah\nSDQ <--[menganalisa hasil pengisian]-- Tenaga kesehatan <--[melatih]-- Puskesmas']","SDQ dapat digunakan di sekolah sebagai bagian dari jejaring kerja sama Puskesmas dengan sektor lain. Tenaga kesehatan, yang dilatih oleh Puskesmas, dapat menggunakan SDQ sebagai instrumen deteksi dini untuk masalah kesehatan mental (GME) pada siswa usia 15-18 tahun di sekolah. Sekolah sendiri dapat berfungsi sebagai lokasi penyuluhan atau skrining, serta membantu dalam penemuan kasus GME.","SDQ bisa diisi sendiri atau melalui wawancara oleh tenaga terlatih di sekolah (layanan luar gedung), seperti SMP/SMA, perguruan tinggi, atau panti sosial, untuk deteksi dini GME.",0.9393606950548259,0.38486983906873734,0.8539318888467018,1.0,,,,
Bagaimana kelompok berisiko GME di lembaga rehabilitasi Napza ditangani?,"['Deskripsi:\nFaktor Biologis (Risiko): Faktor biologis yang meningkatkan risiko GME, seperti riwayat kesehatan jiwa keluarga, kerentanan genetik, luka jejas otak, permasalahan neurologis.\nGME: Gangguan Mental Emosional, masih menjadi masalah kesehatan jiwa di Indonesia yang dapat memengaruhi produktivitas. Gangguan Mental Emosional, subjek dari upaya pencegahan dan pengendalian.\nIndividu Berisiko Tinggi (High-Risk): Individu yang memiliki faktor biologis yang meningkatkan risiko GME.\nKelompok minoritas: Kelompok berisiko GME.\nKlien/pasien di lembaga rehabilitasi penyalahgunaan Napza: Kelompok berisiko GME.\nSDQ: Alat ukur deteksi dini untuk GME. Instrumen deteksi dini (Strength and Difficulties Questionnaire) untuk penderita GME usia 15-18 tahun, dengan hasil ambang atau abnormal.\nSRQ-20: Alat ukur deteksi dini untuk GME.\nTenaga kesehatan: Individu profesional yang dapat melakukan deteksi dini GME. Individu yang memiliki kualifikasi dan kompetensi dalam bidang kesehatan, seperti dokter, perawat, psikolog klinis, tenaga kesmas. Individu yang mendapat tugas sebagai pemegang program kesehatan jiwa di Dinas Kesehatan dan/atau puskesmas. Pihak yang menjadi acuan dalam Buku Petunjuk Teknis, bekerja di dinas kesehatan dan fasilitas pelayanan kesehatan primer. Sasaran pengguna petunjuk teknis ini.\nUpaya Promosi Kesehatan: Kegiatan terintegrasi untuk mencegah dan mengendalikan GME, termasuk promosi kesehatan sesuai alur layanan GME dan promosi kesehatan yang lebih luas. Upaya yang diperlukan untuk mencegah gangguan mental emosional.\ndeteksi dini GME: Proses penemuan kasus GME melalui skrining menggunakan instrumen SDQ atau SRQ 20.\nkelompok berisiko GME: Populasi yang diprioritaskan untuk deteksi dini GME.\n\nFakta:\nIndividu Berisiko Tinggi (High-Risk) --[disebut karena memiliki]--> Faktor Biologis (Risiko) --[menjadi faktor risiko]--> GME --[deteksi dilakukan dengan alat ukur]--> SDQ <--[menganalisa hasil pengisian]-- Tenaga kesehatan --[melakukan]--> deteksi dini GME --[direkomendasikan untuk]--> kelompok berisiko GME <--[merupakan bagian dari]-- Klien/pasien di lembaga rehabilitasi penyalahgunaan Napza\nIndividu Berisiko Tinggi (High-Risk) --[disebut karena memiliki]--> Faktor Biologis (Risiko) --[menjadi faktor risiko]--> GME --[deteksi dilakukan dengan alat ukur]--> SRQ-20 <--[menganalisa hasil pengisian]-- Tenaga kesehatan --[melakukan]--> deteksi dini GME --[direkomendasikan untuk]--> kelompok berisiko GME <--[merupakan bagian dari]-- Klien/pasien di lembaga rehabilitasi penyalahgunaan Napza\nIndividu Berisiko Tinggi (High-Risk) --[disebut karena memiliki]--> Faktor Biologis (Risiko) --[menjadi faktor risiko]--> GME <--[mencegah dan pengendalian]-- Upaya Promosi Kesehatan <--[pelaku kegiatan]-- Tenaga kesehatan --[melakukan]--> deteksi dini GME --[direkomendasikan untuk]--> kelompok berisiko GME <--[merupakan bagian dari]-- Klien/pasien di lembaga rehabilitasi penyalahgunaan Napza\nKelompok minoritas --[merupakan bagian dari]--> kelompok berisiko GME <--[merupakan bagian dari]-- Klien/pasien di lembaga rehabilitasi penyalahgunaan Napza\nkelompok berisiko GME <--[merupakan bagian dari]-- Klien/pasien di lembaga rehabilitasi penyalahgunaan Napza']","Klien/pasien di lembaga rehabilitasi penyalahgunaan Napza termasuk dalam kelompok berisiko Gangguan Mental Emosional (GME). Oleh karena itu, mereka diprioritaskan untuk deteksi dini GME.

Penanganannya meliputi:
1.  **Deteksi Dini GME:** Ini dilakukan melalui skrining menggunakan instrumen seperti SDQ (Strength and Difficulties Questionnaire) atau SRQ-20.
2.  **Pelaksana:** Proses deteksi dini ini dilakukan oleh tenaga kesehatan profesional.
3.  **Upaya Promosi Kesehatan:** Selain deteksi, tenaga kesehatan juga terlibat dalam upaya promosi kesehatan yang lebih luas untuk mencegah dan mengendalikan GME pada kelompok ini.","Klien di lembaga rehabilitasi Napza termasuk kelompok berisiko GME. Mereka menjalani skrining SDQ atau SRQ 20, lalu menerima layanan promosi kesehatan, konseling, atau rujukan sesuai hasil deteksi.",0.9296474414742997,0.732411860368575,0.8978611438196608,1.0,,,,
Apa peran Badan Pusat Statistik dalam program GME?,[''],Saya tidak memiliki informasi mengenai peran Badan Pusat Statistik dalam program GME.,"BPS menyediakan proyeksi data penduduk usia >15 tahun, yang digunakan Pusdatin Kemenkes untuk menghitung sasaran dan estimasi jumlah penderita GME di tiap wilayah.",0.8396406805259273,0.20990664380645035,0.0,0.0,,,,
Bagaimana rumus perhitungan indikator GME dirumuskan?,[''],"Maaf, saya tidak memiliki informasi mengenai rumus perhitungan indikator GME.","Rumusnya adalah (Numerator IKK ÷ Denominator IKK)×100%. Numerator adalah jumlah penderita GME yang mendapat layanan, Denominator adalah estimasi total penderita berdasarkan prevalensi Riskesdas.",0.8344044479726145,0.20859402277259464,0.0,0.0,,,,
Bagaimana SRQ 20 menentukan seseorang sebagai kasus GME?,"['Deskripsi:\nGME: Gangguan Mental Emosional, masih menjadi masalah kesehatan jiwa di Indonesia yang dapat memengaruhi produktivitas. Gangguan Mental Emosional, subjek dari upaya pencegahan dan pengendalian.\nKasus Baru GME: Kemunculan GME yang perlu dicegah.\nLembaga Terkait Penemuan Kasus: Lembaga atau institusi yang berpotensi membantu dalam identifikasi kasus GME, seperti sekolah, panti sosial, atau fasyankes.\nPencegahan dan Pengendalian GME: Upaya komprehensif dan berkesinambungan untuk mengatasi GME, dilakukan melalui upaya promotif dan preventif. Upaya yang bertujuan untuk mengurangi kejadian dan dampak Gangguan Mental Emosional (GME).\nSRQ-20: Alat ukur deteksi dini untuk GME.\nTenaga kesehatan: Individu profesional yang dapat melakukan deteksi dini GME. Individu yang memiliki kualifikasi dan kompetensi dalam bidang kesehatan, seperti dokter, perawat, psikolog klinis, tenaga kesmas. Individu yang mendapat tugas sebagai pemegang program kesehatan jiwa di Dinas Kesehatan dan/atau puskesmas. Pihak yang menjadi acuan dalam Buku Petunjuk Teknis, bekerja di dinas kesehatan dan fasilitas pelayanan kesehatan primer. Sasaran pengguna petunjuk teknis ini.\nUpaya Promosi Kesehatan: Kegiatan terintegrasi untuk mencegah dan mengendalikan GME, termasuk promosi kesehatan sesuai alur layanan GME dan promosi kesehatan yang lebih luas. Upaya yang diperlukan untuk mencegah gangguan mental emosional.\n\nFakta:\nSRQ-20 <--[deteksi dilakukan dengan alat ukur]-- GME\nSRQ-20 <--[deteksi dilakukan dengan alat ukur]-- GME --[perlu dicegah dan dikendalikan melalui]--> Pencegahan dan Pengendalian GME --[diharapkan dapat mencegah munculnya]--> Kasus Baru GME\nSRQ-20 <--[deteksi dilakukan dengan alat ukur]-- GME <--[mencegah dan pengendalian]-- Upaya Promosi Kesehatan --[melakukan kerja sama dengan]--> Lembaga Terkait Penemuan Kasus\nSRQ-20 <--[menganalisa hasil pengisian]-- Tenaga kesehatan --[pelaku kegiatan]--> Upaya Promosi Kesehatan --[melakukan kerja sama dengan]--> Lembaga Terkait Penemuan Kasus']","SRQ-20 adalah alat ukur deteksi dini untuk Gangguan Mental Emosional (GME). Penentuan seseorang sebagai kasus GME dilakukan setelah tenaga kesehatan menganalisis hasil pengisian dari SRQ-20. Namun, kriteria spesifik atau ambang batas skor yang digunakan oleh SRQ-20 untuk menentukan seseorang sebagai kasus GME tidak dijelaskan dalam informasi ini.","Jika responden menjawab “ya” pada 6 pertanyaan atau lebih di SRQ 20, maka mereka dikategorikan abnormal, yang mengindikasikan kasus GME dan mendorong tindakan lanjutan.",0.863889569781598,0.38260834848020353,0.0,1.0,,,,
Bagaimana SDQ memutuskan ambang kasus GME?,"['Deskripsi:\nForm SDQ: Instrumen skrining yang digunakan dalam pencegahan dan pengendalian GME, khusus untuk usia 11-18 tahun.\nGME: Gangguan Mental Emosional, masih menjadi masalah kesehatan jiwa di Indonesia yang dapat memengaruhi produktivitas. Gangguan Mental Emosional, subjek dari upaya pencegahan dan pengendalian.\nKasus Baru GME: Kemunculan GME yang perlu dicegah.\nLembaga Terkait Penemuan Kasus: Lembaga atau institusi yang berpotensi membantu dalam identifikasi kasus GME, seperti sekolah, panti sosial, atau fasyankes.\nPencegahan dan Pengendalian GME: Upaya komprehensif dan berkesinambungan untuk mengatasi GME, dilakukan melalui upaya promotif dan preventif. Upaya yang bertujuan untuk mengurangi kejadian dan dampak Gangguan Mental Emosional (GME).\nSDQ: Alat ukur deteksi dini untuk GME. Instrumen deteksi dini (Strength and Difficulties Questionnaire) untuk penderita GME usia 15-18 tahun, dengan hasil ambang atau abnormal.\nSarana: Bagian dari sumber daya, meliputi media promosi kesehatan dan form SRQ & SDQ.\nSumber Daya: Meliputi sumber daya manusia, sarana, sumber daya keuangan, dan jejaring, diidentifikasi dalam perencanaan.\nTenaga kesehatan: Individu profesional yang dapat melakukan deteksi dini GME. Individu yang memiliki kualifikasi dan kompetensi dalam bidang kesehatan, seperti dokter, perawat, psikolog klinis, tenaga kesmas. Individu yang mendapat tugas sebagai pemegang program kesehatan jiwa di Dinas Kesehatan dan/atau puskesmas. Pihak yang menjadi acuan dalam Buku Petunjuk Teknis, bekerja di dinas kesehatan dan fasilitas pelayanan kesehatan primer. Sasaran pengguna petunjuk teknis ini.\nUpaya Promosi Kesehatan: Kegiatan terintegrasi untuk mencegah dan mengendalikan GME, termasuk promosi kesehatan sesuai alur layanan GME dan promosi kesehatan yang lebih luas. Upaya yang diperlukan untuk mencegah gangguan mental emosional.\nUpaya preventif: Bagian dari kegiatan kesehatan yang bertujuan untuk mencegah timbulnya atau memburuknya penyakit, seperti mengurangi faktor risiko GME. Bagian dari upaya kesehatan jiwa dan tujuan khusus petunjuk teknis. Topik bahasan dalam Buku Petunjuk Teknis. Upaya dalam pencegahan dan pengendalian GME, dilakukan di komunitas maupun fasyankes. Upaya untuk mencegah terjadinya gangguan jiwa dengan mengatasi faktor risiko, tanda dan gejala, serta peningkatan faktor pelindung.\n\nFakta:\nForm SDQ <--[meliputi]-- Sarana <--[meliputi]-- Sumber Daya <--[mengidentifikasi]-- Tenaga kesehatan <--[dilakukan oleh]-- Upaya preventif --[melalui]--> Pencegahan dan Pengendalian GME --[diharapkan dapat mencegah munculnya]--> Kasus Baru GME\nSDQ <--[deteksi dilakukan dengan alat ukur]-- GME --[perlu dicegah dan dikendalikan melalui]--> Pencegahan dan Pengendalian GME --[diharapkan dapat mencegah munculnya]--> Kasus Baru GME\nSDQ <--[deteksi dilakukan dengan alat ukur]-- GME <--[mencegah dan pengendalian]-- Upaya Promosi Kesehatan --[melakukan kerja sama dengan]--> Lembaga Terkait Penemuan Kasus\nSDQ <--[menganalisa hasil pengisian]-- Tenaga kesehatan --[pelaku kegiatan]--> Upaya Promosi Kesehatan --[melakukan kerja sama dengan]--> Lembaga Terkait Penemuan Kasus']","Berdasarkan informasi yang diberikan, SDQ (Strength and Difficulties Questionnaire) adalah instrumen deteksi dini untuk penderita Gangguan Mental Emosional (GME) dengan hasil yang dapat dikategorikan sebagai ""ambang"" atau ""abnormal"".

Namun, pengetahuan yang tersedia tidak menjelaskan secara rinci bagaimana SDQ *menentukan* atau *memutuskan* ambang kasus GME tersebut. Lebih lanjut disebutkan bahwa Tenaga Kesehatan yang menganalisis hasil pengisian SDQ.","SDQ menghitung skor total kesulitan. Jika skor masuk kategori ambang/borderline (usia 11–18 tahun skor 16–19), maka remaja berpotensi mengalami masalah emosi dan perilaku sehingga perlu pemeriksaan lanjutan.",0.8966618262287798,0.37416545655719496,0.8414200806436226,1.0,,,,
Apa kaitannya stigma dengan Indikator Kinerja Kegiatan GME?,"['Deskripsi:\nGME: Gangguan Mental Emosional, masih menjadi masalah kesehatan jiwa di Indonesia yang dapat memengaruhi produktivitas. Gangguan Mental Emosional, subjek dari upaya pencegahan dan pengendalian.\nIndikator Kinerja Kegiatan (IKK): Persentase penderita Gangguan Mental Emosional (GME) pada penduduk berusia lebih dari 15 tahun yang mendapat layanan kesehatan.\nProduktivitas: Aspek yang menurun akibat dampak gangguan mental emosional. Kondisi yang dapat dipengaruhi oleh GME. Tujuan IKK untuk mengenali GME yang dapat memengaruhi.\nStigma: Pandangan negatif atau label sosial yang dapat menghambat penerimaan.\nUpaya promotif: Bagian dari kegiatan kesehatan yang bertujuan untuk meningkatkan kesehatan dan mencegah penyakit, termasuk penyuluhan dan pembentukan kelompok dukungan. Bagian dari upaya kesehatan jiwa dan tujuan khusus petunjuk teknis. Topik bahasan dalam Buku Petunjuk Teknis. Upaya dalam pencegahan dan pengendalian GME, dilakukan di komunitas maupun fasyankes. Upaya untuk mempertahankan dan meningkatkan derajat kesehatan jiwa masyarakat secara optimal, meningkatkan kesadaran, menghilangkan stigma dan diskriminasi, serta meningkatkan pemahaman, peran serta, dan penerimaan masyarakat terhadap GME.\n\nFakta:\nStigma <--[ditujukan untuk menghilangkan]-- Upaya promotif --[meningkatkan pemahaman, peran serta dan penerimaan masyarakat terhadap]--> GME --[dapat memengaruhi]--> Produktivitas <--[dapat memengaruhi]-- Indikator Kinerja Kegiatan (IKK)']","Stigma adalah pandangan negatif atau label sosial yang dapat menghambat penerimaan terhadap Gangguan Mental Emosional (GME).

Indikator Kinerja Kegiatan (IKK) GME sendiri adalah persentase penderita GME pada penduduk berusia lebih dari 15 tahun yang mendapat layanan kesehatan.

Kaitannya adalah:
*   **Stigma dapat menghambat pencapaian IKK GME.** Jika stigma terhadap GME masih tinggi di masyarakat, penderita GME cenderung enggan atau takut untuk mencari dan menerima layanan kesehatan karena khawatir akan dihakimi atau mendapat pandangan negatif. Akibatnya, persentase penderita GME yang mendapat layanan kesehatan (IKK) akan rendah.
*   **Upaya untuk menghilangkan stigma sangat penting untuk meningkatkan IKK GME.** Upaya promotif, yang salah satu tujuannya adalah menghilangkan stigma dan diskriminasi, akan meningkatkan kesadaran, pemahaman, peran serta, dan penerimaan masyarakat terhadap GME. Dengan demikian, penderita akan lebih termotivasi untuk mendapatkan layanan kesehatan, yang pada akhirnya akan meningkatkan nilai IKK GME.

Meningkatnya IKK GME (lebih banyak penderita mendapat layanan) penting karena GME dapat memengaruhi produktivitas, dan IKK bertujuan untuk mengenali GME yang dapat berdampak pada produktivitas tersebut.","Salah satu tujuan IKK adalah menurunkan stigma. Dengan semakin banyak penderita GME yang mendapat layanan, diharapkan kesadaran masyarakat meningkat dan stigma berkurang.",0.9376817640557342,0.23440702609267383,0.9705609621573664,1.0,,,,
Mengapa promosi kesehatan menjadi bagian penting dari layanan GME?,"['Deskripsi:\nLayanan Kesehatan: Jenis pelayanan yang diberikan kepada penderita GME, meliputi promosi kesehatan, prevensi, konseling, penanganan awal, rujukan, dan penanganan lanjutan. Layanan yang perlu diberikan kepada penderita gangguan mental emosional.\nLayanan Penderita GME: Berbagai jenis layanan yang disediakan untuk individu yang menderita GME.\nLayanan yang Diberikan: Kategori umum untuk berbagai bentuk intervensi kesehatan seperti promosi, prevensi, konseling, penanganan awal, dan rujukan.\nprevensi: Salah satu bentuk layanan kesehatan untuk GME. Salah satu jenis layanan bagi penderita GME, bertujuan mencegah timbulnya gangguan atau kekambuhan. Upaya pencegahan penyakit atau masalah kesehatan mental.\npromosi kesehatan: Salah satu bentuk layanan kesehatan untuk GME. Salah satu layanan yang diberikan di FKTP/Puskesmas, berfokus pada edukasi dan peningkatan kesadaran kesehatan.\n\nFakta:\npromosi kesehatan --[merupakan]--> Layanan Kesehatan <--[merupakan]-- prevensi <--[meliputi]-- Layanan Penderita GME\npromosi kesehatan <--[adalah]-- Layanan yang Diberikan --[adalah]--> prevensi <--[meliputi]-- Layanan Penderita GME\npromosi kesehatan <--[adalah]-- Layanan yang Diberikan --[meliputi]--> prevensi <--[meliputi]-- Layanan Penderita GME\npromosi kesehatan <--[meliputi]-- Layanan yang Diberikan --[adalah]--> prevensi <--[meliputi]-- Layanan Penderita GME\npromosi kesehatan <--[meliputi]-- Layanan yang Diberikan --[meliputi]--> prevensi <--[meliputi]-- Layanan Penderita GME']","Promosi kesehatan menjadi bagian penting dari layanan GME karena merupakan salah satu bentuk layanan kesehatan yang diberikan kepada penderita gangguan mental emosional (GME). Layanan ini berfokus pada edukasi dan peningkatan kesadaran kesehatan, yang esensial dalam penanganan GME.","Promosi kesehatan membantu meningkatkan pengetahuan dan kesadaran masyarakat tentang GME, sehingga deteksi dini lebih cepat dan akses layanan meningkat.",0.9252900064132437,0.5774898342631072,0.9524043791767824,0.6666666666666666,,,,
Apa arti abnormal pada hasil SDQ?,"['Deskripsi:\nGME: Gangguan Mental Emosional, masih menjadi masalah kesehatan jiwa di Indonesia yang dapat memengaruhi produktivitas. Gangguan Mental Emosional, subjek dari upaya pencegahan dan pengendalian.\nHasil Deteksi Dini: Data yang diperoleh dari pelaksanaan deteksi dini, termasuk identifikasi individu yang memenuhi kriteria GME.\nInstrumen SDQ: Alat kuesioner Strengths and Difficulties Questionnaire, khususnya SDQ 11-18 tahun, digunakan untuk deteksi dini GME pada anak dan remaja.\nInstrumen SRQ 20: Alat kuesioner Self-Reporting Questionnaire 20 yang digunakan untuk deteksi dini GME.\nKegiatan Deteksi Dini: Aktivitas untuk mengidentifikasi penderita GME lebih awal, biasanya menggunakan instrumen skrining seperti SRQ 20 atau SDQ.\nPenduduk Usia > 15 Tahun: Kelompok demografi target untuk kegiatan deteksi dini dan skrining GME.\nSDQ: Alat ukur deteksi dini untuk GME. Instrumen deteksi dini (Strength and Difficulties Questionnaire) untuk penderita GME usia 15-18 tahun, dengan hasil ambang atau abnormal.\nSkrining: Proses pemeriksaan sistematis menggunakan instrumen seperti SDQ atau SRQ 20 untuk mengidentifikasi individu berisiko GME.\nUpaya promotif: Bagian dari kegiatan kesehatan yang bertujuan untuk meningkatkan kesehatan dan mencegah penyakit, termasuk penyuluhan dan pembentukan kelompok dukungan. Bagian dari upaya kesehatan jiwa dan tujuan khusus petunjuk teknis. Topik bahasan dalam Buku Petunjuk Teknis. Upaya dalam pencegahan dan pengendalian GME, dilakukan di komunitas maupun fasyankes. Upaya untuk mempertahankan dan meningkatkan derajat kesehatan jiwa masyarakat secara optimal, meningkatkan kesadaran, menghilangkan stigma dan diskriminasi, serta meningkatkan pemahaman, peran serta, dan penerimaan masyarakat terhadap GME.\n\nFakta:\nHasil Deteksi Dini <--[menghasilkan]-- Skrining --[dilakukan terhadap]--> Penduduk Usia > 15 Tahun <--[menargetkan]-- Kegiatan Deteksi Dini <--[mencakup]-- Upaya promotif --[meningkatkan pemahaman, peran serta dan penerimaan masyarakat terhadap]--> GME --[deteksi dilakukan dengan alat ukur]--> SDQ\nHasil Deteksi Dini <--[menghasilkan]-- Skrining --[menggunakan]--> Instrumen SDQ <--[menggunakan]-- Kegiatan Deteksi Dini <--[mencakup]-- Upaya promotif --[meningkatkan pemahaman, peran serta dan penerimaan masyarakat terhadap]--> GME --[deteksi dilakukan dengan alat ukur]--> SDQ\nHasil Deteksi Dini <--[menghasilkan]-- Skrining --[menggunakan]--> Instrumen SRQ 20 <--[menggunakan]-- Kegiatan Deteksi Dini <--[mencakup]-- Upaya promotif --[meningkatkan pemahaman, peran serta dan penerimaan masyarakat terhadap]--> GME --[deteksi dilakukan dengan alat ukur]--> SDQ']","Pada hasil SDQ, ""abnormal"" berarti adanya indikasi potensi Gangguan Mental Emosional (GME) pada individu yang menjalani deteksi dini. SDQ (Strengths and Difficulties Questionnaire) adalah alat ukur yang digunakan untuk deteksi dini GME, terutama pada anak dan remaja usia 11-18 tahun, dengan hasil yang bisa berupa ambang atau abnormal.","Abnormal pada SDQ menunjukkan skor kesulitan tinggi (20–40 untuk usia 11–18 tahun), yang berarti ada 'kasus' GME dan perlu pemeriksaan lanjutan.",0.9228102593009895,0.39734875115534196,0.9863413999456306,1.0,,,,
Apa arti normal pada interpretasi skor SDQ?,"['Deskripsi:\nGME: Gangguan Mental Emosional, masih menjadi masalah kesehatan jiwa di Indonesia yang dapat memengaruhi produktivitas. Gangguan Mental Emosional, subjek dari upaya pencegahan dan pengendalian.\nInstrumen SDQ: Alat kuesioner Strengths and Difficulties Questionnaire, khususnya SDQ 11-18 tahun, digunakan untuk deteksi dini GME pada anak dan remaja.\nKegiatan Deteksi Dini: Aktivitas untuk mengidentifikasi penderita GME lebih awal, biasanya menggunakan instrumen skrining seperti SRQ 20 atau SDQ.\nSDQ: Alat ukur deteksi dini untuk GME. Instrumen deteksi dini (Strength and Difficulties Questionnaire) untuk penderita GME usia 15-18 tahun, dengan hasil ambang atau abnormal.\nUpaya promotif: Bagian dari kegiatan kesehatan yang bertujuan untuk meningkatkan kesehatan dan mencegah penyakit, termasuk penyuluhan dan pembentukan kelompok dukungan. Bagian dari upaya kesehatan jiwa dan tujuan khusus petunjuk teknis. Topik bahasan dalam Buku Petunjuk Teknis. Upaya dalam pencegahan dan pengendalian GME, dilakukan di komunitas maupun fasyankes. Upaya untuk mempertahankan dan meningkatkan derajat kesehatan jiwa masyarakat secara optimal, meningkatkan kesadaran, menghilangkan stigma dan diskriminasi, serta meningkatkan pemahaman, peran serta, dan penerimaan masyarakat terhadap GME.\n\nFakta:\nSDQ <--[deteksi dilakukan dengan alat ukur]-- GME <--[meningkatkan pemahaman, peran serta dan penerimaan masyarakat terhadap]-- Upaya promotif --[mencakup]--> Kegiatan Deteksi Dini --[menggunakan]--> Instrumen SDQ']","Pada interpretasi skor SDQ, ""normal"" berarti bahwa tidak ditemukan indikasi Gangguan Mental Emosional (GME) berdasarkan hasil deteksi dini instrumen tersebut. Ini berlawanan dengan hasil ""ambang"" (borderline) atau ""abnormal"" yang menunjukkan adanya potensi atau keberadaan GME.","Normal pada SDQ berarti skor kesulitan berada di rentang 0–15 (usia 11–18 tahun), menandakan tidak ada masalah emosi atau perilaku yang signifikan.",0.8993728119724989,0.39152088744950736,0.9814438131018347,0.0,,,,
